ID,Product,Time
507084,CD,12/27/2014
507084,CKING,12/27/2014
507084,MMDA,12/27/2014
507084,SVG,12/27/2014
507206,ATM,12/27/2014
507206,AUTO,12/27/2014
507206,CKING,12/27/2014
507206,HMEQLC,12/27/2014
507206,SVG,12/27/2014
507257,CCRD,12/27/2014
507257,CD,12/27/2014
507257,CKING,12/27/2014
507382,ATM,12/27/2014
507382,CKING,12/27/2014
507382,HMEQLC,12/27/2014
507382,MMDA,12/27/2014
507429,CKING,12/27/2014
507429,MMDA,12/27/2014
507510,AUTO,12/27/2014
507510,CKING,12/27/2014
507510,HMEQLC,12/27/2014
507510,MMDA,12/27/2014
507551,CKING,12/27/2014
507551,SVG,12/27/2014
507651,SVG,12/27/2014
507772,CCRD,12/27/2014
507772,CD,12/27/2014
507772,CKING,12/27/2014
507772,HMEQLC,12/27/2014
507772,MMDA,2/21/2016
507772,MTG,2/21/2016
507772,SVG,2/21/2016
507835,CCRD,2/21/2016
507835,CKING,2/21/2016
507835,HMEQLC,2/21/2016
507835,MMDA,2/21/2016
507835,SVG,9/11/2014
507835,TRUST,6/25/2016
507994,SVG,6/25/2016
507998,CD,6/25/2016
507998,CKCRD,6/25/2016
507998,CKING,6/25/2016
507998,HMEQLC,6/25/2016
507998,SVG,6/25/2016
508028,AUTO,6/25/2016
508028,CD,6/25/2016
508028,CKING,6/25/2016
508028,PLOAN,11/12/2014
508028,SVG,11/12/2014
508201,CKING,11/12/2014
508201,SVG,9/21/2014
508250,CKING,9/21/2014
508307,ATM,11/12/2014
508307,SVG,11/12/2014
508331,ATM,11/12/2014
508331,CKING,11/12/2014
508331,MTG,9/21/2014
508331,SVG,10/24/2014
508431,CKING,11/12/2014
508521,CCRD,11/12/2014
508521,CKCRD,11/12/2014
508521,CKING,12/7/2014
508521,IRA,12/7/2014
508521,SVG,12/7/2014
508588,ATM,12/7/2014
508588,CKING,12/7/2014
508668,SVG,12/7/2014
508794,CCRD,12/7/2014
508794,CKING,12/7/2014
508902,CCRD,12/7/2014
508902,CD,12/7/2014
508902,CKCRD,12/7/2014
508902,CKING,12/7/2014
508902,MMDA,12/7/2014
508902,MTG,12/7/2014
508902,SVG,12/7/2014
508974,CKING,1/16/2015
509037,CKING,10/19/2015
509037,SVG,10/19/2015
509106,ATM,11/15/2015
509106,CKING,11/15/2015
509106,SVG,5/15/2016
509262,CKING,5/15/2016
509262,MMDA,1/15/2015
509262,MTG,1/15/2015
509262,SVG,1/15/2015
509371,ATM,1/16/2015
509371,CKING,10/19/2015
509371,HMEQLC,10/19/2015
509371,MTG,10/19/2015
509371,SVG,11/15/2015
509415,ATM,11/15/2015
509415,CKING,11/15/2015
509415,MTG,11/15/2015
509415,SVG,5/9/2016
509513,SVG,5/9/2016
509517,CKING,5/15/2016
509517,SVG,1/16/2015
509547,CKING,10/19/2015
509547,SVG,10/19/2015
509562,CD,10/19/2015
509562,CKING,11/15/2015
509573,IRA,11/15/2015
509660,CCRD,5/15/2016
509660,CKING,5/15/2016
509660,SVG,5/15/2016
509725,CCRD,1/15/2015
509725,CKING,10/19/2015
509725,IRA,10/19/2015
509725,SVG,11/15/2015
509769,CKING,11/15/2015
509913,AUTO,5/9/2016
509913,CKING,5/15/2016
509913,SVG,10/31/2015
509981,ATM,10/31/2015
509981,CKING,10/31/2015
509981,MMDA,10/31/2015
510175,CCRD,2/5/2015
510175,CD,2/5/2015
510175,CKCRD,7/24/2015
510175,CKING,7/24/2015
510175,HMEQLC,7/24/2015
510175,IRA,7/24/2015
510175,MMDA,7/24/2015
510175,SVG,2/5/2015
510175,TRUST,2/5/2015
510186,CD,2/5/2015
510186,CKING,2/5/2015
510186,IRA,2/5/2015
510186,MTG,7/24/2015
510186,SVG,9/8/2015
510244,CKING,9/8/2015
510244,SVG,1/19/2015
510294,ATM,1/19/2015
510294,CKING,1/19/2015
510294,SVG,1/27/2015
510312,ATM,1/27/2015
510312,CCRD,2/25/2015
510312,CD,5/25/2015
510312,CKING,8/22/2015
510312,IRA,12/12/2015
510312,SVG,12/20/2015
510328,CKING,12/20/2015
510352,ATM,12/20/2015
510352,AUTO,12/20/2015
510352,SVG,12/20/2015
510446,CKING,12/20/2015
510446,SVG,12/20/2015
510514,ATM,1/12/2016
510514,AUTO,1/12/2016
510514,CKING,1/19/2015
510514,SVG,1/19/2015
510544,ATM,1/27/2015
510544,CD,5/25/2015
510544,CKING,5/25/2015
510544,SVG,8/22/2015
510587,CD,8/28/2015
510587,CKING,12/20/2015
510587,SVG,12/20/2015
510689,ATM,12/20/2015
510689,CKING,12/20/2015
510722,CD,12/20/2015
510722,CKING,12/20/2015
510722,HMEQLC,1/12/2016
510722,SVG,1/27/2015
510812,CD,1/27/2015
510812,CKING,1/27/2015
510819,ATM,1/27/2015
510819,CKING,1/27/2015
510819,SVG,1/27/2015
510824,SVG,1/29/2015
510875,CD,2/25/2015
510875,CKING,5/25/2015
510875,SVG,5/25/2015
510897,CKING,8/22/2015
510897,MMDA,8/28/2015
510944,CKING,8/28/2015
511028,CKING,12/20/2015
511069,CD,12/20/2015
511069,CKING,12/20/2015
511069,MMDA,12/20/2015
511069,SVG,1/12/2016
511086,CCRD,1/19/2015
511086,CKCRD,1/19/2015
511086,CKING,1/27/2015
511086,MTG,1/29/2015
511086,SVG,2/25/2015
511123,CCRD,8/22/2015
511123,CD,8/22/2015
511123,CKING,8/28/2015
511127,CKING,8/28/2015
511153,CKCRD,8/28/2015
511153,CKING,12/20/2015
511153,MMDA,12/20/2015
511153,SVG,12/20/2015
511208,CKING,1/12/2016
511208,MMDA,1/12/2016
511208,TRUST,1/12/2016
511265,ATM,1/12/2016
511265,CD,2/21/2015
511265,CKING,2/21/2015
511265,SVG,2/21/2015
511354,ATM,2/21/2015
511354,CKING,2/21/2015
511354,HMEQLC,2/21/2015
511354,MTG,2/21/2015
511354,SVG,2/21/2015
511443,CKING,2/21/2015
511478,CKING,2/21/2015
511478,IRA,2/21/2015
511478,SVG,2/21/2015
511527,ATM,6/1/2016
511527,CKING,6/1/2016
511527,MMDA,6/1/2016
511527,SVG,6/1/2016
511561,AUTO,6/1/2016
511561,CCRD,12/17/2014
511561,CD,2/21/2015
511561,CKING,2/21/2015
511561,MMDA,2/21/2015
511603,ATM,2/21/2015
511603,CKING,2/21/2015
511603,MTG,2/21/2015
511628,ATM,2/21/2015
511628,CKING,2/21/2015
511814,SVG,2/21/2015
511839,ATM,9/5/2015
511839,CKING,6/1/2016
511839,SVG,6/1/2016
511906,ATM,6/1/2016
511906,CKING,6/1/2016
511906,HMEQLC,12/17/2014
511906,MTG,12/24/2014
511906,SVG,2/21/2015
512091,CKING,9/5/2015
512091,SVG,6/1/2016
512097,CKING,6/1/2016
512097,SVG,6/1/2016
512327,CKING,6/1/2016
512327,IRA,6/1/2016
512327,MMDA,6/1/2016
512327,TRUST,6/1/2016
512367,ATM,12/24/2014
512367,CKING,2/21/2015
512367,SVG,2/21/2015
512394,CD,2/21/2015
512394,CKING,2/21/2015
512394,SVG,2/21/2015
512449,CD,2/21/2015
512449,CKING,2/21/2015
512510,ATM,9/5/2015
512510,AUTO,9/5/2015
512510,CKING,6/1/2016
512510,PLOAN,10/19/2014
512510,SVG,10/19/2014
512540,ATM,10/19/2014
512540,CKING,10/19/2014
512540,SVG,10/19/2014
512681,CKING,11/16/2014
512702,ATM,11/16/2014
512702,AUTO,11/16/2014
512702,CKING,11/16/2014
512702,HMEQLC,6/22/2015
512703,CKCRD,6/22/2015
512703,CKING,6/22/2015
512703,HMEQLC,6/22/2015
512703,MTG,6/24/2015
512703,SVG,6/24/2015
512730,CKCRD,6/24/2015
512730,CKING,6/24/2015
512730,HMEQLC,6/22/2015
512730,SVG,6/22/2015
512731,CCRD,6/22/2015
512731,CD,6/22/2015
512731,CKING,6/22/2015
512731,SVG,6/22/2015
512755,CKING,6/22/2015
512773,CKING,6/22/2015
512773,MMDA,6/22/2015
512773,SVG,6/24/2015
512777,CKING,6/22/2015
512777,MMDA,6/22/2015
512777,SVG,6/22/2015
512777,TRUST,6/22/2015
512813,ATM,6/24/2015
512813,CKING,6/24/2015
512813,SVG,6/24/2015
512900,CD,6/24/2015
512900,MMDA,6/22/2015
512932,ATM,6/22/2015
512932,CKING,6/22/2015
512932,SVG,6/22/2015
512933,CCRD,8/17/2016
512933,CKING,8/17/2016
512933,IRA,10/8/2014
512933,SVG,10/13/2014
512948,ATM,10/13/2014
512948,CKING,10/13/2014
512978,ATM,10/13/2014
512978,CKING,10/13/2014
512978,SVG,10/13/2014
513052,AUTO,10/13/2014
513052,CCRD,10/13/2014
513052,CKING,10/17/2014
513052,SVG,10/17/2014
513168,ATM,10/17/2014
513168,AUTO,10/20/2014
513168,CKING,11/16/2014
513168,SVG,11/16/2014
513197,CD,11/26/2014
513197,CKING,2/25/2015
513197,MTG,2/25/2015
513197,SVG,4/4/2016
513307,CKING,4/4/2016
513307,HMEQLC,12/20/2014
513394,CKING,12/20/2014
513414,ATM,12/20/2014
513414,CKING,12/20/2014
513414,HMEQLC,12/20/2014
513414,MMDA,12/20/2014
513414,SVG,12/20/2014
513421,ATM,12/20/2014
513421,AUTO,3/15/2015
513421,CCRD,3/15/2015
513421,CKING,3/15/2015
513421,MTG,10/5/2014
513421,SVG,8/29/2016
513479,CKING,10/5/2014
513479,MMDA,10/5/2014
513660,ATM,8/29/2016
513660,CKING,10/5/2014
513660,SVG,8/29/2016
513685,CKING,8/29/2016
513685,SVG,8/29/2016
513708,ATM,8/29/2016
513708,CD,10/5/2014
513708,CKING,10/5/2014
513708,MMDA,8/29/2016
513822,AUTO,11/18/2015
513822,CKING,11/18/2015
513822,HMEQLC,11/18/2015
513822,PLOAN,11/18/2015
513822,SVG,11/18/2015
513862,ATM,11/18/2015
513862,CKING,10/2/2014
513862,SVG,10/2/2014
513972,ATM,10/2/2014
513972,CD,10/2/2014
513972,CKING,10/2/2014
513972,IRA,10/2/2014
513972,SVG,10/2/2014
513983,ATM,10/2/2014
513983,CKING,10/2/2014
513983,HMEQLC,10/2/2014
513983,IRA,10/2/2014
513983,SVG,11/9/2014
514019,ATM,11/9/2014
514019,CKING,11/9/2014
514019,MTG,11/9/2014
514019,SVG,1/4/2015
514122,AUTO,1/4/2015
514122,CCRD,1/4/2015
514122,CKCRD,1/4/2015
514122,CKING,2/10/2015
514122,SVG,2/10/2015
514126,ATM,2/10/2015
514126,CKING,2/10/2015
514126,MMDA,4/16/2015
514153,CD,4/16/2015
514153,CKING,4/16/2015
514153,HMEQLC,4/16/2015
514153,SVG,7/18/2015
514153,TRUST,7/18/2015
514172,ATM,7/18/2015
514172,CKING,11/15/2015
514472,ATM,11/15/2015
514472,CKING,11/15/2015
514522,CKING,11/15/2015
514522,HMEQLC,11/9/2014
514522,SVG,11/9/2014
514526,ATM,11/9/2014
514526,CKING,11/9/2014
514526,SVG,2/10/2015
514687,CKING,4/16/2015
514687,SVG,4/16/2015
514699,ATM,4/16/2015
514699,CD,11/15/2015
514699,CKING,11/15/2015
514699,IRA,11/15/2015
514699,SVG,11/15/2015
514770,CD,11/15/2015
514770,CKING,11/15/2015
514770,SVG,10/17/2014
514770,TRUST,11/9/2014
514813,ATM,11/9/2014
514813,CCRD,1/4/2015
514813,CKING,1/4/2015
514813,MTG,2/10/2015
514813,SVG,2/10/2015
514825,CKCRD,4/16/2015
514825,CKING,4/16/2015
514825,HMEQLC,7/18/2015
514825,MTG,7/18/2015
514825,SVG,7/18/2015
514907,CD,7/18/2015
514907,CKCRD,7/18/2015
514907,CKING,7/18/2015
514907,SVG,7/18/2015
515025,AUTO,11/15/2015
515030,CKING,11/15/2015
515030,SVG,11/15/2015
515055,ATM,11/15/2015
515055,CKING,11/15/2015
515055,SVG,11/15/2015
515075,AUTO,11/15/2015
515075,CKCRD,11/15/2015
515075,CKING,9/9/2014
515171,ATM,1/4/2015
515171,AUTO,1/4/2015
515171,CKING,2/10/2015
515171,HMEQLC,2/10/2015
515171,MTG,4/16/2015
515279,CKCRD,4/16/2015
515279,CKING,4/16/2015
515279,MTG,4/16/2015
515287,CKING,4/16/2015
515287,SVG,11/15/2015
515302,CCRD,11/15/2015
515302,CKING,11/15/2015
515326,SVG,11/15/2015
515350,SVG,11/15/2015
515365,CKING,11/15/2015
515365,SVG,6/21/2015
515402,CCRD,6/21/2015
515402,CKCRD,8/16/2015
515402,CKING,8/16/2015
515402,HMEQLC,8/16/2015
515470,CKING,9/6/2015
515470,SVG,10/17/2015
515474,CKING,10/17/2015
515474,SVG,12/6/2015
515511,CKING,12/6/2015
515582,ATM,6/21/2015
515582,CKING,6/21/2015
515582,SVG,6/21/2015
515605,SVG,6/21/2015
515612,AUTO,8/16/2015
515612,CCRD,8/16/2015
515612,CKCRD,8/16/2015
515612,CKING,8/16/2015
515612,HMEQLC,8/16/2015
515612,SVG,9/6/2015
515625,CKING,10/17/2015
515625,HMEQLC,10/17/2015
515631,ATM,10/17/2015
515631,CKING,12/6/2015
515631,HMEQLC,6/21/2015
515631,MTG,6/21/2015
515631,SVG,8/16/2015
515711,CKING,8/16/2015
515721,CD,8/16/2015
515741,ATM,8/16/2015
515741,CKING,8/16/2015
515741,SVG,10/17/2015
515814,ATM,10/17/2015
515814,AUTO,6/21/2015
515814,CKING,6/21/2015
515814,SVG,8/16/2015
515832,ATM,8/16/2015
515832,CD,8/16/2015
515832,CKING,8/16/2015
515832,SVG,8/16/2015
515848,CKING,9/6/2015
515848,SVG,9/6/2015
515988,ATM,10/17/2015
515988,CKING,10/17/2015
516032,SVG,12/6/2015
516052,CKING,12/6/2015
516052,MTG,4/4/2016
516156,ATM,4/4/2016
516156,CKING,5/2/2016
516187,CD,5/2/2016
516187,CKING,5/2/2016
516187,MMDA,5/2/2016
516187,SVG,5/2/2016
516190,ATM,5/2/2016
516190,CKING,5/2/2016
516343,ATM,5/2/2016
516343,CKING,5/2/2016
516384,CD,6/28/2016
516384,CKING,6/28/2016
516455,CKING,7/1/2016
516455,IRA,7/1/2016
516455,MMDA,7/1/2016
516611,CKING,7/1/2016
516631,CKING,7/1/2016
516641,CKING,7/1/2016
516641,MMDA,7/18/2016
516641,SVG,7/18/2016
516644,ATM,5/2/2016
516644,CKING,5/2/2016
516644,MMDA,5/2/2016
516803,ATM,5/2/2016
516803,CKING,5/2/2016
516918,SVG,6/28/2016
516924,CKING,7/1/2016
516924,SVG,7/1/2016
517096,CKING,7/1/2016
517096,SVG,7/1/2016
517206,ATM,7/1/2016
517206,CKING,7/1/2016
517206,IRA,7/1/2016
517206,SVG,7/1/2016
517219,CD,7/18/2016
517219,CKCRD,5/2/2016
517219,CKING,5/2/2016
517219,IRA,5/2/2016
517341,SVG,5/2/2016
517367,CD,5/2/2016
517433,CKING,5/2/2016
517433,HMEQLC,5/2/2016
517433,SVG,5/2/2016
517577,CKING,5/2/2016
517577,SVG,5/2/2016
517684,SVG,5/2/2016
517687,IRA,7/1/2016
517689,CKCRD,7/1/2016
517689,CKING,7/1/2016
517750,CKING,7/1/2016
517750,SVG,7/1/2016
517757,CKING,7/1/2016
517757,SVG,7/1/2016
517780,CCRD,7/1/2016
517780,CKING,7/1/2016
517780,MMDA,7/18/2016
517780,MTG,5/2/2016
517877,ATM,5/2/2016
517877,CCRD,5/2/2016
517877,CD,5/2/2016
517877,CKING,5/2/2016
517877,IRA,5/2/2016
517877,SVG,5/2/2016
518130,ATM,5/2/2016
518130,CKING,5/2/2016
518233,ATM,5/2/2016
518233,CKING,5/2/2016
518233,MTG,5/2/2016
518233,SVG,5/2/2016
518271,CD,5/2/2016
518271,CKING,7/1/2016
518271,MMDA,7/1/2016
518271,SVG,7/1/2016
518286,CKING,7/1/2016
518298,SVG,7/1/2016
518394,CD,7/1/2016
518394,CKING,10/9/2014
518408,CD,10/9/2014
518408,CKING,10/9/2014
518424,CKCRD,10/9/2014
518424,CKING,6/16/2016
518424,MMDA,6/16/2016
518466,CD,10/9/2014
518466,CKING,12/13/2014
518466,MTG,6/16/2016
518466,SVG,6/16/2016
518522,AUTO,6/16/2016
518522,CKING,6/16/2016
518714,CD,6/16/2016
518714,CKCRD,6/16/2016
518714,CKING,10/9/2014
518714,HMEQLC,12/13/2014
518714,SVG,9/24/2015
518720,ATM,6/16/2016
518720,CD,10/9/2014
518720,CKING,10/9/2014
518720,SVG,12/13/2014
518795,CCRD,4/26/2016
518795,CD,4/26/2016
518795,CKING,4/26/2016
518795,MMDA,4/26/2016
518913,AUTO,4/26/2016
518913,CD,4/26/2016
518913,CKING,4/26/2016
518913,SVG,4/26/2016
518917,ATM,4/26/2016
518917,CKING,4/26/2016
518917,MMDA,4/26/2016
518920,CKING,4/26/2016
519067,ATM,4/26/2016
519067,CD,4/26/2016
519067,CKING,4/26/2016
519067,IRA,9/28/2014
519195,CCRD,1/30/2016
519195,CD,6/11/2016
519195,CKCRD,7/5/2016
519195,CKING,7/5/2016
519195,HMEQLC,10/11/2014
519195,SVG,10/11/2014
519246,CD,10/11/2014
519246,CKING,10/11/2014
519258,ATM,12/29/2014
519258,CKING,6/11/2016
519258,IRA,7/5/2016
519258,MTG,7/5/2016
519258,SVG,7/5/2016
519319,CCRD,7/8/2016
519319,CKCRD,9/28/2014
519319,CKING,10/11/2014
519319,HMEQLC,10/11/2014
519319,MMDA,12/29/2014
519319,SVG,6/11/2016
519357,ATM,7/5/2016
519357,CKING,7/5/2016
519357,SVG,7/5/2016
519466,ATM,12/29/2014
519466,CKING,12/29/2014
519466,MTG,6/11/2016
519466,SVG,7/5/2016
519468,CKCRD,7/5/2016
519468,CKING,4/16/2016
519468,HMEQLC,11/4/2015
519468,SVG,11/4/2015
519473,AUTO,11/4/2015
519473,CKING,11/4/2015
519473,HMEQLC,11/4/2015
519554,ATM,11/10/2015
519554,CKING,4/16/2016
519554,SVG,4/16/2016
519592,CD,4/16/2016
519592,MMDA,4/17/2016
519643,ATM,11/4/2015
519643,CCRD,11/4/2015
519696,ATM,11/4/2015
519696,CCRD,11/4/2015
519696,CD,2/26/2016
519696,CKING,4/16/2016
519696,HMEQLC,4/16/2016
519696,IRA,4/17/2016
519696,SVG,4/17/2016
519805,ATM,11/4/2015
519805,CD,11/10/2015
519805,CKING,11/10/2015
519805,IRA,11/10/2015
519805,MMDA,11/10/2015
519805,SVG,2/26/2016
519843,ATM,4/16/2016
519843,CKING,4/17/2016
519843,IRA,4/17/2016
519843,SVG,11/4/2015
519927,ATM,11/4/2015
519927,CKING,11/4/2015
519927,MMDA,11/4/2015
519927,SVG,11/10/2015
520041,CKING,11/10/2015
520041,HMEQLC,11/10/2015
520130,CKING,2/1/2016
520146,CKCRD,2/5/2016
520146,CKING,2/5/2016
520146,SVG,8/15/2015
520167,ATM,2/1/2016
520167,CKING,2/5/2016
520167,MMDA,2/1/2016
520167,SVG,2/1/2016
520227,ATM,2/5/2016
520227,CKING,2/5/2016
520299,ATM,2/5/2016
520299,CKING,9/3/2014
520299,HMEQLC,9/3/2014
520299,MMDA,9/3/2014
520299,SVG,9/3/2014
520351,CD,9/26/2014
520351,SVG,10/18/2014
520468,SVG,10/18/2014
520559,SVG,12/1/2014
520577,CD,12/1/2014
520577,CKING,3/30/2015
520672,CKING,10/11/2015
520672,SVG,10/11/2015
520689,AUTO,10/11/2015
520689,CD,10/11/2015
520689,CKING,10/11/2015
520689,MMDA,10/11/2015
